iter	Logloss
166	0.3962495115
167	0.3959344046
168	0.3956695157
169	0.3955306213
170	0.3952860872
171	0.3950251929
172	0.3947226605
173	0.394468314
174	0.3941659243
175	0.3939328346
176	0.3938500997
177	0.393628818
178	0.3932462774
179	0.3930644745
180	0.3929399459
181	0.3927239175
182	0.3925187215
183	0.3922579281
184	0.3919446585
185	0.3917991128
186	0.3915631795
187	0.3912130902
188	0.3908487985
189	0.3906715283
190	0.3904770765
191	0.390203638
192	0.390013476
193	0.3898363024
194	0.3896748745
195	0.3894706375
196	0.3892485509
197	0.3891500825
198	0.3889701546
199	0.3888177053
200	0.3884038277
201	0.3880788865
202	0.3880166324
203	0.3878565836
204	0.3876631539
205	0.3875002206
206	0.3874011245
207	0.3871273875
208	0.3867793377
209	0.3866456425
210	0.3864606631
211	0.3863206104
212	0.3860495412
213	0.3858823947
214	0.3855837644
215	0.3854537091
216	0.3852785689
217	0.3852025587
218	0.3851232712
219	0.384911347
220	0.384802639
221	0.3846314465
222	0.3843055916
223	0.3841828777
224	0.3838993801
225	0.3836552727
226	0.3835272028
227	0.3833052054
228	0.3830468354
229	0.3828308825
230	0.3826581711
231	0.3824442714
232	0.3822780987
233	0.3820613199
234	0.3818230459
235	0.3816600921
236	0.3815133872
237	0.3812682759
238	0.3811453712
239	0.3810629519
240	0.3809050604
241	0.380708272
242	0.3806410354
243	0.3804805176
244	0.3804045346
245	0.3803522283
246	0.3801660233
247	0.3800749939
248	0.3797592848
249	0.3795490027
250	0.3792236281
251	0.3791552794
252	0.3790410414
253	0.378917931
254	0.3788563806
255	0.3786295902
256	0.3784765188
257	0.3784245822
258	0.3782188502
259	0.378014869
260	0.3778046485
261	0.3776767416
262	0.3775230538
263	0.3774706755
264	0.3772761487
265	0.3772059905
266	0.3770358814
267	0.3768718586
268	0.3767642953
269	0.3766981472
270	0.3765243508
271	0.3763008696
272	0.3761528502
273	0.3760665854
274	0.3759389201
275	0.3757562552
276	0.3755824996
277	0.3754008158
278	0.3752515508
279	0.3751931098
280	0.375010363
281	0.3747749348
282	0.3746409402
283	0.3745220425
284	0.374397369
285	0.3743888772
286	0.3742122624
287	0.3740514788
288	0.3738740788
289	0.373701486
290	0.3735659592
291	0.373398767
292	0.373383934
293	0.3732963648
294	0.3732144553
295	0.3730321322
296	0.3729047232
297	0.3728500356
298	0.3726957714
299	0.372596143
300	0.3724181441
301	0.3722516251
302	0.372090192
303	0.3719135395
304	0.3716935828
305	0.371522457
306	0.371416908
307	0.3713016352
308	0.3710937369
309	0.3709076921
310	0.3708458023
311	0.3706598862
312	0.3704784266
313	0.3701740234
314	0.3700171364
315	0.3698593875
316	0.3697188298
317	0.3695652314
318	0.3694034937
319	0.3693017982
320	0.3690615691
321	0.3689214854
322	0.3687533327
323	0.3685827409
324	0.3684292605
325	0.3681911359
326	0.368009665
327	0.3677936359
328	0.3676328962
329	0.3675104532
330	0.3673946388
331	0.3673204179
332	0.3671550388
333	0.3668747775
334	0.366709019
335	0.3665890165
336	0.3664668174
337	0.3663674607
338	0.3661595444
339	0.3660528849
340	0.3659659131
341	0.3659327081
342	0.3658590818
343	0.3656668162
344	0.3655871281
345	0.3654317519
346	0.3653497345
347	0.3651688074
348	0.3651122698
349	0.3650286313
350	0.3649592233
351	0.3649259456
352	0.3648778822
353	0.3646726383
354	0.3645131704
355	0.3643991997
356	0.3642642396
357	0.3642039174
358	0.3641664884
359	0.363949001
360	0.3638868382
361	0.3637782562
362	0.3635843033
363	0.3634456715
364	0.3633680859
365	0.363241172
366	0.3630648774
367	0.3629520652
368	0.3627292825
369	0.3626847932
370	0.3626290941
371	0.3624673111
372	0.362365175
373	0.3623151109
374	0.3621989653
375	0.362107903
376	0.3620213303
377	0.3618582441
378	0.3616556209
379	0.3615616548
380	0.3614135566
381	0.3612968451
382	0.3611275614
383	0.3609964572
384	0.3608195884
385	0.3607145756
386	0.3606548696
387	0.3605213182
388	0.3603731472
389	0.3602735965
390	0.3600419822
391	0.3598768823
392	0.3597672511
393	0.3595755831
394	0.3594886232
395	0.359308117
396	0.3591824628
397	0.359075482
398	0.3589550935
399	0.3587031249
400	0.3585760546
401	0.3585273515
402	0.358322812
403	0.3582305352
404	0.3581683229
405	0.3580329281
406	0.3578843642
407	0.3576662626
408	0.3575307541
409	0.357271715
410	0.3571317361
411	0.3569496162
412	0.3568195499
413	0.3567295212
414	0.3566381388
415	0.3565469321
416	0.356447167
417	0.3563862494
418	0.3561853266
419	0.3558673408
420	0.3557878554
421	0.3555399558
422	0.3554035057
423	0.3552761766
424	0.3551454858
425	0.355044893
426	0.3549140765
427	0.3548386694
428	0.3547723917
429	0.3546587867
430	0.3545428499
431	0.3544600731
432	0.3542276497
433	0.3540767839
434	0.3539873741
435	0.3538754818
436	0.3537353636
437	0.3536242657
438	0.3535255185
439	0.3534539754
440	0.3533558822
441	0.3532701557
442	0.3531012075
443	0.3529877427
444	0.3528604859
445	0.3527215775
446	0.35266368
447	0.3524988561
448	0.3522578158
449	0.3521020842
450	0.3520382342
451	0.3519379588
452	0.3518271085
453	0.3517115762
454	0.3515871731
455	0.3514812711
456	0.3513591267
457	0.3512079538
458	0.3511142644
459	0.3510459688
460	0.3508835593
461	0.3507441705
462	0.3507014754
463	0.3505160902
464	0.3504133234
465	0.3502904026
466	0.3501683229
467	0.3500004657
468	0.3497506477
469	0.3495987011
470	0.3494552869
471	0.349361997
472	0.3490662493
473	0.3489311235
474	0.3488225609
475	0.3486524121
476	0.3485468201
477	0.348299719
478	0.3481917568
479	0.3481231058
480	0.348012842
481	0.3478651447
482	0.3476708529
483	0.3474858908
484	0.3473646902
485	0.347308443
486	0.3472604005
487	0.347110895
488	0.3470156141
489	0.3468982892
490	0.3467749788
491	0.3465754548
492	0.3465052232
493	0.3462754498
494	0.3461043133
495	0.3459309887
496	0.3458715075
497	0.3456055103
498	0.3455608
499	0.3454539431
500	0.3453153134
501	0.3451484406
502	0.3449977141
503	0.3448419491
504	0.3447301263
505	0.3446177044
506	0.3445132606
507	0.3442647654
508	0.3441615911
509	0.344081393
510	0.3438617569
511	0.343789828
512	0.3437203129
513	0.3435982732
514	0.343521314
515	0.3434350545
516	0.3433096878
517	0.3431384762
518	0.3430282193
519	0.3429109542
520	0.3426674294
521	0.3424641912
522	0.3423609259
523	0.3422835759
524	0.3422266642
525	0.3420638829
526	0.342007033
527	0.3418411652
528	0.3417117156
529	0.3416100759
530	0.3415040421
531	0.341418737
532	0.3413211989
533	0.3410961291
534	0.3409542214
535	0.3408097463
536	0.3406473932
537	0.3405673674
538	0.3405077381
539	0.3404652244
540	0.3403859478
541	0.340300553
542	0.340163849
543	0.3400325548
544	0.3399210394
545	0.3398075785
546	0.3397220306
547	0.3396017034
548	0.3393946455
549	0.3393101454
550	0.3392121551
551	0.3390620728
552	0.3389738878
553	0.338813049
554	0.3386642706
555	0.3385776852
556	0.3384426908
557	0.338328227
558	0.338247148
559	0.3380220043
560	0.337850767
561	0.3377529485
562	0.3376688515
563	0.3375386195
564	0.3374395889
565	0.3373445769
566	0.3371575262
567	0.3370253884
568	0.3368752522
569	0.3367941081
570	0.3367480142
571	0.3366149579
572	0.3365187427
573	0.3364238282
574	0.3362625846
575	0.3362263976
576	0.3361052203
577	0.3360605906
578	0.3358514556
579	0.3357690735
580	0.3356868066
581	0.3355104694
582	0.3353777775
583	0.3352449417
584	0.3351373034
585	0.3350172346
586	0.3348668505
587	0.33476385
588	0.3347019431
589	0.3346798177
590	0.3345018417
591	0.3344357191
592	0.3343051726
593	0.3342239962
594	0.3341434221
595	0.3340133651
596	0.3339006145
597	0.3338231816
598	0.3337882205
599	0.3337102205
600	0.3336481543
601	0.333581856
602	0.3334759825
603	0.3334141137
604	0.3333527879
605	0.333173365
606	0.3331091756
607	0.3329481426
608	0.3329430749
609	0.332915234
610	0.332809179
611	0.3327127393
612	0.332491939
613	0.3323695737
614	0.3322606257
615	0.3320846864
616	0.3320364875
617	0.3318946919
618	0.3317975204
619	0.3316457809
620	0.3315709309
621	0.3313684176
622	0.3312381318
623	0.3311716179
624	0.3310738728
625	0.3309317262
626	0.3308331732
627	0.3307170627
628	0.3306038293
629	0.3305213411
630	0.33039368
631	0.3303393162
632	0.3302632839
633	0.3301665732
634	0.3300100548
635	0.3299516259
636	0.3298880186
637	0.3298245122
638	0.3297819645
639	0.329742603
640	0.3296649166
641	0.3295444187
642	0.3294398631
643	0.3293155413
644	0.3292465496
645	0.329051411
646	0.3289437074
647	0.3289139198
648	0.3287655839
649	0.3286547525
650	0.3285508113
651	0.328461123
652	0.3283079894
653	0.3281934428
654	0.3281157863
655	0.3280000963
656	0.3279214628
657	0.3278258102
658	0.3277092496
659	0.3276330988
660	0.3274811168
661	0.327353932
662	0.3273178693
663	0.3272634357
664	0.3271828442
665	0.3270742028
666	0.3269921639
667	0.3268590712
668	0.3266433197
669	0.3265921325
670	0.3264588931
671	0.3264392897
672	0.3262998353
673	0.3260906431
674	0.32600346
675	0.3259109625
676	0.3258414605
677	0.3257873763
678	0.3257310379
679	0.3256767094
680	0.3255875097
681	0.3254692083
682	0.3254158757
683	0.3252846538
684	0.325165877
685	0.3250942923
686	0.3250458338
687	0.3249577946
688	0.3248314558
689	0.3247488922
690	0.3246833661
691	0.3246010823
692	0.3245546978
693	0.3244060983
694	0.3243537898
695	0.3241809642
696	0.3241418657
697	0.3241078996
698	0.323959638
699	0.3238537231
700	0.323815754
701	0.3236965986
702	0.3236108858
703	0.3235974729
704	0.323516294
705	0.3234518128
706	0.3232239145
707	0.323146828
708	0.323062599
709	0.3229931294
710	0.3228800964
711	0.3227472052
712	0.322694617
713	0.3226164511
714	0.3224739441
715	0.3223290341
716	0.3222140832
717	0.322160729
718	0.322098113
719	0.3219769126
720	0.3218643889
721	0.3218408956
722	0.3217484381
723	0.3216981526
724	0.321626196
725	0.3215610321
726	0.3214597867
727	0.321411229
728	0.3213220855
729	0.3211946789
730	0.3210805899
731	0.3209642265
732	0.3208782535
733	0.3207972155
734	0.3206372876
735	0.3205520592
736	0.320425589
737	0.3202871977
738	0.3201911337
739	0.3201707735
740	0.3201233408
741	0.3200660538
742	0.3199837014
743	0.319900998
744	0.319789618
745	0.3197466555
746	0.3197422052
747	0.3195657678
748	0.3194960632
749	0.3193758017
750	0.3192799738
751	0.3191606227
752	0.3190480523
753	0.3189855722
754	0.318900026
755	0.3187827847
756	0.3187041737
757	0.3185758856
758	0.3184346149
759	0.3183874053
760	0.318331417
761	0.3182254462
762	0.3181660324
763	0.3180452892
764	0.3179094106
765	0.3178705955
766	0.3177878987
767	0.3177522651
768	0.31769866
769	0.3175867128
770	0.3175253369
771	0.3174923909
772	0.3174869598
773	0.3174268987
774	0.3172945813
775	0.3171673378
776	0.3170963504
777	0.3170778319
778	0.3169756523
779	0.3169517286
780	0.316827712
781	0.3167356325
782	0.3166221221
783	0.316541389
784	0.3163669608
785	0.3162984899
786	0.3162770558
787	0.3160949199
788	0.3160447658
789	0.3159819168
790	0.3159272132
791	0.3156971647
792	0.3156092958
793	0.3156010592
794	0.3154867295
795	0.3154237428
796	0.3153490785
797	0.3152727144
798	0.3151557129
799	0.3150651771
800	0.3148932669
801	0.3147663883
802	0.3147140667
803	0.3146642166
804	0.3146351927
805	0.3145141043
806	0.3144681146
807	0.3143653012
808	0.3142889243
809	0.3142148339
810	0.3140859655
811	0.3140834051
812	0.3139613256
813	0.3138692442
814	0.313806423
815	0.3136696014
816	0.3135295354
817	0.3133452789
818	0.3132416871
819	0.3131618815
820	0.3130945967
821	0.3129887887
822	0.3129374725
823	0.3127605729
824	0.3126370402
825	0.3125181513
826	0.3124568513
827	0.312346282
828	0.3122850851
829	0.3122194307
830	0.3121354386
831	0.3119849886
832	0.3119367191
833	0.3118798263
834	0.311809336
835	0.3117591358
836	0.3116598245
837	0.3115617481
838	0.3114921143
839	0.3114428491
840	0.3112980502
841	0.3112672121
842	0.3111679055
843	0.3111284948
844	0.3110733511
845	0.3109106439
846	0.3108892653
847	0.3108017479
848	0.3107880144
849	0.3106380125
850	0.3105449447
851	0.3104896417
852	0.3104061747
853	0.3103410984
854	0.3103153588
855	0.3102285873
856	0.3101269053
857	0.3100638934
858	0.3100038973
859	0.3099194019
860	0.3098403428
861	0.3097879574
862	0.3096396781
863	0.3095206344
864	0.309454781
865	0.3094095008
866	0.3093644102
867	0.3092798799
868	0.3092749926
869	0.3092179268
870	0.309140259
871	0.3090563433
872	0.3090111105
873	0.308950342
874	0.308905564
875	0.3088341075
876	0.3087714419
877	0.3086607035
878	0.3085879884
879	0.3085082142
880	0.3084455754
881	0.3083276938
882	0.3081918116
883	0.3081407541
884	0.3080141121
885	0.3079088064
886	0.3077598205
887	0.3076793785
888	0.3075747733
889	0.3074795345
890	0.3073975463
891	0.3073451466
892	0.3072716055
893	0.3070963999
894	0.3070049077
895	0.3069656524
896	0.3068510788
897	0.3068122863
898	0.3067926312
899	0.3067635489
900	0.3067155468
901	0.3066150682
902	0.3065999869
903	0.3065616165
904	0.3064665695
905	0.3062920666
906	0.3062034615
907	0.3061746913
908	0.3060853139
909	0.3060328171
910	0.3059664887
911	0.305912037
912	0.305886564
913	0.3057348597
914	0.3057103591
915	0.3056625915
916	0.3056210248
917	0.3055830887
918	0.305516159
919	0.3054332437
920	0.3054019366
921	0.3053342285
922	0.3053121794
923	0.305244399
924	0.3052379276
925	0.3051355648
926	0.3049946765
927	0.3049453001
928	0.3048807555
929	0.3048670248
930	0.3047642969
931	0.3046745208
932	0.3046331268
933	0.3045444797
934	0.3045027588
935	0.3044080297
936	0.3043464123
937	0.3042762611
938	0.3042328049
939	0.3041252985
940	0.3040635042
941	0.3039666672
942	0.3039157787
943	0.3038824478
944	0.3038508974
945	0.3037982935
946	0.3036901876
947	0.3036349638
948	0.3035695367
949	0.3035012918
950	0.3033869378
951	0.3033048841
952	0.3031833936
953	0.3030810355
954	0.3030114516
955	0.3029303875
956	0.3029126399
957	0.3028399795
958	0.3027473971
959	0.3026668548
960	0.3026202327
961	0.3025277127
962	0.3024043383
963	0.302286288
964	0.302210776
965	0.3021141627
966	0.3019726521
967	0.3019268308
968	0.3018677068
969	0.30180752
970	0.3016855691
971	0.3016747873
972	0.3016634361
973	0.3016113286
974	0.3015450451
975	0.3015077504
976	0.3014218657
977	0.3013765135
978	0.3013070848
979	0.3012673702
980	0.3011565694
981	0.3011061679
982	0.3010517934
983	0.3010221971
984	0.3009625034
985	0.3008856441
986	0.30082931
987	0.3007138972
988	0.3006645873
989	0.3006049118
990	0.3005810704
991	0.3005597594
992	0.300460024
993	0.3004024695
994	0.3003239117
995	0.3002683525
996	0.3002645628
997	0.3001657092
998	0.3000238971
999	0.300011379
